,Datetime,Open,High,Low,Close,Adj_Close,Volume
0,2025-01-02 09:15:00,1893.25,1898.550048828125,1887.949951171875,1894.6500244140625,1894.6500244140625,43708
1,2025-01-02 09:20:00,1894.800048828125,1894.800048828125,1889.6500244140625,1892.8499755859375,1892.8499755859375,30584
2,2025-01-02 09:25:00,1892.5,1903.949951171875,1892.5,1899.5,1899.5,86044
3,2025-01-02 09:30:00,1898.9000244140625,1907.75,1898.050048828125,1907.0,1907.0,43737
4,2025-01-02 09:35:00,1907.0,1909.699951171875,1904.199951171875,1908.5,1908.5,55131
5,2025-01-02 09:40:00,1909.300048828125,1910.5,1907.550048828125,1910.1500244140625,1910.1500244140625,46581
6,2025-01-02 09:45:00,1910.449951171875,1915.75,1907.5,1914.300048828125,1914.300048828125,79499
7,2025-01-02 09:50:00,1913.6500244140625,1915.9000244140625,1912.5,1915.9000244140625,1915.9000244140625,47494
8,2025-01-02 09:55:00,1915.9000244140625,1920.0,1915.25,1915.300048828125,1915.300048828125,103415
9,2025-01-02 10:00:00,1915.800048828125,1915.800048828125,1913.449951171875,1914.550048828125,1914.550048828125,48545
10,2025-01-02 10:05:00,1914.699951171875,1915.949951171875,1913.0,1913.199951171875,1913.199951171875,35543
11,2025-01-02 10:10:00,1914.0,1914.6500244140625,1911.6500244140625,1912.800048828125,1912.800048828125,68703
12,2025-01-02 10:15:00,1912.5,1916.300048828125,1912.25,1915.449951171875,1915.449951171875,28674
13,2025-01-02 10:20:00,1916.0,1917.75,1914.050048828125,1917.3499755859375,1917.3499755859375,33779
14,2025-01-02 10:25:00,1917.699951171875,1918.949951171875,1915.550048828125,1918.800048828125,1918.800048828125,54273
15,2025-01-02 10:30:00,1918.800048828125,1918.800048828125,1916.0,1916.050048828125,1916.050048828125,27390
16,2025-01-02 10:35:00,1916.25,1918.699951171875,1912.0999755859375,1915.0,1915.0,41118
17,2025-01-02 10:40:00,1915.0,1917.8499755859375,1915.0,1917.0,1917.0,38134
18,2025-01-02 10:45:00,1917.0,1919.800048828125,1914.800048828125,1919.0,1919.0,74777
19,2025-01-02 10:50:00,1919.5,1924.8499755859375,1919.5,1924.050048828125,1924.050048828125,183015
20,2025-01-02 10:55:00,1924.5999755859375,1929.0,1921.8499755859375,1928.449951171875,1928.449951171875,99911
21,2025-01-02 11:00:00,1928.3499755859375,1934.8499755859375,1928.3499755859375,1934.3499755859375,1934.3499755859375,136120
22,2025-01-02 11:05:00,1934.4000244140625,1935.75,1932.1500244140625,1934.3499755859375,1934.3499755859375,148761
23,2025-01-02 11:10:00,1934.0,1936.8499755859375,1933.050048828125,1935.0999755859375,1935.0999755859375,45461
24,2025-01-02 11:15:00,1935.0999755859375,1935.8499755859375,1932.0,1934.5,1934.5,37477
25,2025-01-02 11:20:00,1934.5,1940.449951171875,1934.5,1938.550048828125,1938.550048828125,70996
26,2025-01-02 11:25:00,1938.8499755859375,1939.0,1936.9000244140625,1937.9000244140625,1937.9000244140625,53306
27,2025-01-02 11:30:00,1937.9000244140625,1938.449951171875,1935.300048828125,1935.8499755859375,1935.8499755859375,55670
28,2025-01-02 11:35:00,1935.949951171875,1936.5999755859375,1934.050048828125,1935.3499755859375,1935.3499755859375,42021
29,2025-01-02 11:40:00,1935.4000244140625,1936.449951171875,1933.4000244140625,1935.300048828125,1935.300048828125,82578
30,2025-01-02 11:45:00,1935.300048828125,1936.199951171875,1932.699951171875,1932.699951171875,1932.699951171875,38669
31,2025-01-02 11:50:00,1932.9000244140625,1933.3499755859375,1930.4000244140625,1932.0,1932.0,50213
32,2025-01-02 11:55:00,1931.949951171875,1935.0,1931.3499755859375,1934.800048828125,1934.800048828125,36963
33,2025-01-02 12:00:00,1935.5999755859375,1938.300048828125,1935.449951171875,1938.300048828125,1938.300048828125,42736
34,2025-01-02 12:05:00,1938.3499755859375,1939.5,1937.050048828125,1937.8499755859375,1937.8499755859375,43461
35,2025-01-02 12:10:00,1937.5,1939.0999755859375,1936.5999755859375,1937.5,1937.5,48624
36,2025-01-02 12:15:00,1936.5999755859375,1939.699951171875,1935.199951171875,1939.699951171875,1939.699951171875,37250
37,2025-01-02 12:20:00,1939.699951171875,1940.699951171875,1937.9000244140625,1939.300048828125,1939.300048828125,58505
38,2025-01-02 12:25:00,1939.3499755859375,1947.25,1939.3499755859375,1946.25,1946.25,213561
39,2025-01-02 12:30:00,1945.949951171875,1953.300048828125,1945.949951171875,1952.4000244140625,1952.4000244140625,160299
40,2025-01-02 12:35:00,1952.9000244140625,1954.5,1950.75,1951.949951171875,1951.949951171875,142240
41,2025-01-02 12:40:00,1951.949951171875,1952.800048828125,1949.5,1950.5999755859375,1950.5999755859375,102416
42,2025-01-02 12:45:00,1950.699951171875,1951.449951171875,1947.6500244140625,1948.949951171875,1948.949951171875,134134
43,2025-01-02 12:50:00,1948.949951171875,1951.8499755859375,1947.199951171875,1951.050048828125,1951.050048828125,82032
44,2025-01-02 12:55:00,1950.949951171875,1951.050048828125,1946.800048828125,1947.0,1947.0,88023
45,2025-01-02 13:00:00,1948.3499755859375,1952.0,1946.4000244140625,1951.449951171875,1951.449951171875,107407
46,2025-01-02 13:05:00,1951.5999755859375,1957.0999755859375,1950.699951171875,1957.0999755859375,1957.0999755859375,117736
47,2025-01-02 13:10:00,1957.800048828125,1958.0999755859375,1955.550048828125,1957.25,1957.25,80220
48,2025-01-02 13:15:00,1957.199951171875,1959.0,1955.4000244140625,1957.75,1957.75,106768
49,2025-01-02 13:20:00,1957.75,1959.5,1956.3499755859375,1958.5,1958.5,92090
