,Datetime,Open,High,Low,Close,Adj_Close,Volume
0,2024-12-30 09:15:00,1219.1500244140625,1219.1500244140625,1214.3499755859375,1216.75,1216.75,195587
1,2024-12-30 09:20:00,1217.1500244140625,1217.9000244140625,1216.199951171875,1217.699951171875,1217.699951171875,221147
2,2024-12-30 09:25:00,1217.699951171875,1218.449951171875,1216.199951171875,1216.6500244140625,1216.6500244140625,186103
3,2024-12-30 09:30:00,1216.9000244140625,1217.9000244140625,1216.0,1217.75,1217.75,79628
4,2024-12-30 09:35:00,1217.6500244140625,1219.0,1217.0,1218.0,1218.0,81072
5,2024-12-30 09:40:00,1217.949951171875,1218.5999755859375,1216.0,1217.8499755859375,1217.8499755859375,161761
6,2024-12-30 09:45:00,1217.8499755859375,1219.699951171875,1217.050048828125,1219.1500244140625,1219.1500244140625,136020
7,2024-12-30 09:50:00,1219.25,1220.6500244140625,1218.199951171875,1219.3499755859375,1219.3499755859375,136259
8,2024-12-30 09:55:00,1219.5,1219.75,1216.6500244140625,1216.949951171875,1216.949951171875,69665
9,2024-12-30 10:00:00,1216.949951171875,1218.9000244140625,1216.8499755859375,1218.199951171875,1218.199951171875,38393
10,2024-12-30 10:05:00,1218.199951171875,1218.6500244140625,1216.25,1217.9000244140625,1217.9000244140625,77804
11,2024-12-30 10:10:00,1217.9000244140625,1218.949951171875,1217.449951171875,1218.949951171875,1218.949951171875,58239
12,2024-12-30 10:15:00,1218.949951171875,1219.5999755859375,1217.5,1218.199951171875,1218.199951171875,53848
13,2024-12-30 10:20:00,1218.1500244140625,1219.0,1217.699951171875,1218.9000244140625,1218.9000244140625,30838
14,2024-12-30 10:25:00,1218.9000244140625,1219.5999755859375,1218.75,1219.5999755859375,1219.5999755859375,40389
15,2024-12-30 10:30:00,1219.25,1220.4000244140625,1218.949951171875,1219.0,1219.0,53798
16,2024-12-30 10:35:00,1219.0,1219.550048828125,1218.5,1219.0,1219.0,47368
17,2024-12-30 10:40:00,1218.699951171875,1219.699951171875,1218.0,1219.5999755859375,1219.5999755859375,39998
18,2024-12-30 10:45:00,1219.800048828125,1221.5999755859375,1219.199951171875,1221.5,1221.5,142532
19,2024-12-30 10:50:00,1221.25,1221.5,1219.300048828125,1219.5999755859375,1219.5999755859375,97605
20,2024-12-30 10:55:00,1219.800048828125,1220.25,1218.4000244140625,1218.5,1218.5,42068
21,2024-12-30 11:00:00,1218.75,1219.0,1217.199951171875,1218.199951171875,1218.199951171875,99227
22,2024-12-30 11:05:00,1218.199951171875,1220.0999755859375,1217.5999755859375,1219.9000244140625,1219.9000244140625,66438
23,2024-12-30 11:10:00,1219.949951171875,1220.4000244140625,1219.5,1219.9000244140625,1219.9000244140625,32758
24,2024-12-30 11:15:00,1220.25,1220.9000244140625,1219.5999755859375,1220.9000244140625,1220.9000244140625,35695
25,2024-12-30 11:20:00,1220.9000244140625,1221.4000244140625,1220.25,1221.300048828125,1221.300048828125,40328
26,2024-12-30 11:25:00,1221.4000244140625,1221.5,1220.5,1221.0,1221.0,46446
27,2024-12-30 11:30:00,1221.199951171875,1223.0,1221.0999755859375,1222.25,1222.25,90634
28,2024-12-30 11:35:00,1222.6500244140625,1222.9000244140625,1221.0999755859375,1222.1500244140625,1222.1500244140625,52242
29,2024-12-30 11:40:00,1222.0,1222.4000244140625,1221.0999755859375,1221.6500244140625,1221.6500244140625,69155
30,2024-12-30 11:45:00,1221.5999755859375,1221.800048828125,1220.949951171875,1221.699951171875,1221.699951171875,63875
31,2024-12-30 11:50:00,1221.800048828125,1223.050048828125,1220.0,1220.3499755859375,1220.3499755859375,166036
32,2024-12-30 11:55:00,1220.300048828125,1220.9000244140625,1219.5,1220.050048828125,1220.050048828125,61380
33,2024-12-30 12:00:00,1220.050048828125,1220.5999755859375,1219.5,1219.9000244140625,1219.9000244140625,58045
34,2024-12-30 12:05:00,1219.9000244140625,1220.0,1218.5,1219.949951171875,1219.949951171875,64885
35,2024-12-30 12:10:00,1219.949951171875,1220.550048828125,1218.949951171875,1219.0999755859375,1219.0999755859375,56394
36,2024-12-30 12:15:00,1219.25,1219.8499755859375,1218.3499755859375,1218.8499755859375,1218.8499755859375,59995
37,2024-12-30 12:20:00,1219.0,1219.4000244140625,1218.4000244140625,1218.6500244140625,1218.6500244140625,48930
38,2024-12-30 12:25:00,1218.5,1219.4000244140625,1216.0999755859375,1216.6500244140625,1216.6500244140625,80167
