,Datetime,Open,High,Low,Close,Adj_Close,Volume
0,2025-01-03 09:15:00,4173.5,4173.5,4144.39990234375,4146.75,4146.75,23727
1,2025-01-03 09:20:00,4145.14990234375,4156.0498046875,4143.89990234375,4152.10009765625,4152.10009765625,16782
2,2025-01-03 09:25:00,4153.2001953125,4153.2001953125,4141.0,4146.75,4146.75,17402
3,2025-01-03 09:30:00,4144.85009765625,4147.60009765625,4133.2001953125,4135.5498046875,4135.5498046875,21521
4,2025-01-03 09:35:00,4134.2998046875,4134.7001953125,4128.64990234375,4131.0498046875,4131.0498046875,19763
5,2025-01-03 09:40:00,4131.0498046875,4139.7001953125,4130.14990234375,4130.5498046875,4130.5498046875,9796
6,2025-01-03 09:45:00,4130.5498046875,4136.7001953125,4127.5498046875,4132.25,4132.25,11384
7,2025-01-03 09:50:00,4132.2001953125,4132.2001953125,4120.5,4123.39990234375,4123.39990234375,19420
8,2025-01-03 09:55:00,4121.10009765625,4123.14990234375,4118.0498046875,4120.0,4120.0,22594
9,2025-01-03 10:00:00,4120.10009765625,4129.64990234375,4117.0,4125.0,4125.0,27846
10,2025-01-03 10:05:00,4122.4501953125,4129.0,4118.2001953125,4122.4501953125,4122.4501953125,13855
11,2025-01-03 10:10:00,4122.4501953125,4125.0,4117.2001953125,4118.0,4118.0,7682
12,2025-01-03 10:15:00,4118.10009765625,4125.0,4118.0,4121.5,4121.5,4695
13,2025-01-03 10:20:00,4121.25,4124.25,4119.5,4120.4501953125,4120.4501953125,8969
14,2025-01-03 10:25:00,4120.7998046875,4125.0,4118.64990234375,4124.0,4124.0,8182
15,2025-01-03 10:30:00,4124.0,4125.0,4119.0498046875,4119.7998046875,4119.7998046875,9470
16,2025-01-03 10:35:00,4119.7998046875,4120.7001953125,4112.0,4112.0,4112.0,17188
17,2025-01-03 10:40:00,4113.2998046875,4113.2998046875,4105.5498046875,4109.89990234375,4109.89990234375,27110
18,2025-01-03 10:45:00,4109.89990234375,4110.0,4103.0,4108.7998046875,4108.7998046875,27214
19,2025-01-03 10:50:00,4109.25,4110.0,4103.0,4103.35009765625,4103.35009765625,13351
20,2025-01-03 10:55:00,4103.9501953125,4106.2998046875,4102.35009765625,4106.0,4106.0,13108
21,2025-01-03 11:00:00,4105.9501953125,4106.64990234375,4104.2001953125,4105.39990234375,4105.39990234375,18671
22,2025-01-03 11:05:00,4105.39990234375,4110.0,4104.4501953125,4108.25,4108.25,23557
23,2025-01-03 11:10:00,4108.25,4110.0,4104.5,4109.75,4109.75,34279
24,2025-01-03 11:15:00,4109.7998046875,4114.4501953125,4108.7001953125,4114.4501953125,4114.4501953125,15806
25,2025-01-03 11:20:00,4114.0,4138.35009765625,4114.0,4133.85009765625,4133.85009765625,79217
26,2025-01-03 11:25:00,4134.9501953125,4139.7001953125,4125.85009765625,4126.60009765625,4126.60009765625,13357
27,2025-01-03 11:30:00,4126.25,4127.9501953125,4121.0498046875,4122.5,4122.5,9096
28,2025-01-03 11:35:00,4122.5,4127.0,4121.89990234375,4126.25,4126.25,27704
29,2025-01-03 11:40:00,4126.10009765625,4128.64990234375,4125.0,4127.2001953125,4127.2001953125,26313
30,2025-01-03 11:45:00,4126.85009765625,4129.0,4125.5,4129.0,4129.0,9608
31,2025-01-03 11:50:00,4129.9501953125,4132.0,4126.0,4131.2998046875,4131.2998046875,16730
32,2025-01-03 11:55:00,4130.10009765625,4131.0,4125.5498046875,4129.0,4129.0,17524
33,2025-01-03 12:00:00,4129.0,4131.0498046875,4127.0498046875,4128.0498046875,4128.0498046875,9124
34,2025-01-03 12:05:00,4128.0498046875,4128.7001953125,4120.0,4122.85009765625,4122.85009765625,37942
35,2025-01-03 12:10:00,4123.0,4124.89990234375,4122.0,4122.4501953125,4122.4501953125,9613
36,2025-01-03 12:15:00,4122.5498046875,4122.5498046875,4110.75,4111.4501953125,4111.4501953125,36252
37,2025-01-03 12:20:00,4111.2998046875,4112.0,4106.14990234375,4106.2001953125,4106.2001953125,20516
38,2025-01-03 12:25:00,4106.2001953125,4107.5498046875,4104.64990234375,4105.0,4105.0,13488
39,2025-01-03 12:30:00,4105.0,4106.14990234375,4104.35009765625,4105.0,4105.0,17749
40,2025-01-03 12:35:00,4105.0,4109.5,4104.60009765625,4107.7001953125,4107.7001953125,11727
41,2025-01-03 12:40:00,4108.5498046875,4112.9501953125,4104.60009765625,4111.0,4111.0,35922
42,2025-01-03 12:45:00,4111.0498046875,4112.14990234375,4111.0,4111.35009765625,4111.35009765625,41832
43,2025-01-03 12:50:00,4111.2998046875,4113.25,4111.0,4111.10009765625,4111.10009765625,8663
44,2025-01-03 12:55:00,4111.0498046875,4111.10009765625,4105.0498046875,4105.25,4105.25,26651
45,2025-01-03 13:00:00,4105.0,4117.39990234375,4105.0,4113.5498046875,4113.5498046875,12211
46,2025-01-03 13:05:00,4113.89990234375,4119.0,4113.89990234375,4117.60009765625,4117.60009765625,15820
47,2025-01-03 13:10:00,4119.0,4119.7998046875,4116.5,4117.89990234375,4117.89990234375,13437
48,2025-01-03 13:15:00,4118.10009765625,4121.0498046875,4116.5,4119.7998046875,4119.7998046875,11592
49,2025-01-03 13:20:00,4118.89990234375,4121.9501953125,4118.0,4119.10009765625,4119.10009765625,9786
50,2025-01-03 13:25:00,4119.10009765625,4120.89990234375,4119.0498046875,4120.0498046875,4120.0498046875,27860
51,2025-01-03 13:30:00,4120.0,4120.0498046875,4112.10009765625,4112.35009765625,4112.35009765625,12620
52,2025-01-03 13:35:00,4112.2001953125,4112.2998046875,4109.4501953125,4110.2001953125,4110.2001953125,16867
53,2025-01-03 13:40:00,4109.35009765625,4110.14990234375,4107.10009765625,4108.25,4108.25,17349
54,2025-01-03 13:45:00,4107.2001953125,4110.75,4106.0,4107.2001953125,4107.2001953125,15018
55,2025-01-03 13:50:00,4107.25,4110.0,4106.10009765625,4107.89990234375,4107.89990234375,10771
56,2025-01-03 13:55:00,4107.5498046875,4109.5,4105.0,4106.9501953125,4106.9501953125,12072
57,2025-01-03 14:00:00,4106.39990234375,4109.2001953125,4105.2998046875,4108.35009765625,4108.35009765625,10603
58,2025-01-03 14:05:00,4107.2001953125,4110.0,4106.39990234375,4109.0,4109.0,12720
59,2025-01-03 14:10:00,4108.39990234375,4112.60009765625,4106.0,4109.0,4109.0,33744
60,2025-01-03 14:15:00,4108.35009765625,4110.0,4105.14990234375,4108.7001953125,4108.7001953125,16277
61,2025-01-03 14:20:00,4107.89990234375,4112.0,4107.5,4107.75,4107.75,40525
62,2025-01-03 14:25:00,4107.60009765625,4110.2001953125,4105.0498046875,4107.5,4107.5,13952
63,2025-01-03 14:30:00,4108.25,4109.9501953125,4105.5,4107.7998046875,4107.7998046875,10898
64,2025-01-03 14:35:00,4107.7998046875,4109.35009765625,4105.9501953125,4108.75,4108.75,10754
65,2025-01-03 14:40:00,4109.35009765625,4109.60009765625,4105.5,4105.5,4105.5,12762
66,2025-01-03 14:45:00,4106.60009765625,4109.7001953125,4105.5,4109.2001953125,4109.2001953125,19255
67,2025-01-03 14:50:00,4107.89990234375,4108.9501953125,4106.0,4106.64990234375,4106.64990234375,18138
68,2025-01-03 14:55:00,4106.64990234375,4107.64990234375,4104.0,4104.2998046875,4104.2998046875,24911
69,2025-01-03 15:00:00,4104.2998046875,4107.5,4103.39990234375,4103.39990234375,4103.39990234375,81712
70,2025-01-03 15:05:00,4103.60009765625,4103.89990234375,4096.0,4099.2998046875,4099.2998046875,78206
71,2025-01-03 15:10:00,4098.14990234375,4102.75,4096.64990234375,4099.7001953125,4099.7001953125,79122
72,2025-01-03 15:15:00,4099.7001953125,4103.0,4098.10009765625,4098.10009765625,4098.10009765625,50879
